game_id,bKills,rKills
28f27e3a-664b-4dde-b9d7-b78c7746a186,1,1.0
28f2f68c-70f7-4c71-8546-f387c3cfa682,3,0
28f33986-0c75-4376-b37c-c850b83c9c83,4,1.0
290592aa-1512-49e2-a6e1-5d53373a1f7a,5,2.0
293f16d0-d76a-45a7-b1f0-35d47c18f99a,1,0
2946edb1-bcb8-4313-a56b-3dd1a3aaffc4,1,0
294af423-4ff8-4b7f-89ed-d17933d16f30,2,5.0
2955b4ab-7dc0-4c36-888f-429a9e17f72c,3,8.0
295c23cd-396a-4cf8-8b25-29f4ef7e3c1b,2,6.0
298ace8c-8dec-434f-bed4-bf8143aa87c7,1,0
29aea16c-dd6a-40ef-95c4-2f476a83240a,3,1.0
29fb295a-7ffa-4a21-8a87-02990e590c2a,1,4.0
2a017105-9972-40ec-b4b6-430c34af92ae,2,2.0
2a10a2ac-a872-4fef-ab37-381de959ca1b,1,1.0
2a256b76-d27c-4ef4-a907-7aa64af07a59,1,0
2a2e949a-1e95-40be-b46e-06485f02fb7f,3,5.0
2a361d9d-ad0f-4a80-8248-f325c81cecd2,1,0
2a4a8f62-7155-475f-b946-a5c018a740d6,3,6.0
2a57c618-306a-42df-ac24-085b52d71974,5,1.0
2a60f1f5-8702-4b12-8bc2-2c58ad064608,1,2.0
2a71f9e0-4d4d-4aef-8780-a738d65ce4b1,3,1.0
2a7e2cb1-5ac2-4ea2-bd18-0b261e43345a,3,0
2a832bec-c0ad-408a-a3d8-ece56d4275bd,2,0
2a84bdb1-caef-4c8f-bfe0-4d191bfe307a,1,1.0
2a8fed39-b470-472b-adcb-63411315ac43,2,2.0
2a922752-0aa6-4d97-b74f-ebe2360a6f8a,1,4.0
2aa3cb28-88a6-40b5-97cc-c0bc52ae866b,3,1.0
2ac5fc32-3bb7-455e-8af2-e7b32cc74a44,2,0
2ad70d61-355f-4bf4-8590-0584505f729e,1,0
2ae9a142-c03d-4a23-9242-8b8daa373366,4,1.0
2aea0ade-b033-4a2c-9873-4a3bdb3c4f1b,3,1.0
2b2a507e-af7a-4cfc-b73c-d1067d40169d,1,1.0
2b346ed4-0ef4-4d68-8f54-0558e64c2cb3,1,2.0
2b3e080d-e6a1-4b95-b7e0-382b8abbf0b7,3,1.0
2b5c8c04-fdda-44c5-b38f-cc3f2b96709d,4,2.0
2b5fcea5-ab44-42a3-a6ba-557e395988e3,1,0
2b683fcc-1b79-4d30-bf30-6e29a45e8a1b,1,0
2b6d7499-ce29-4bbf-b8ea-3eb6e87bc887,2,1.0
2b6e8fff-51ed-4c1c-b1a7-0e4614af1a5a,1,2.0
2b6eaecf-506c-45bd-b25c-3d57d3222a1e,1,1.0
2ba84ed5-7c82-4509-8e1a-52e37b362150,1,1.0
2bba73db-aca1-40da-9914-7532d54ecb63,2,0
2bc621f7-8d7d-45ae-9bf1-c3bee9a6bca0,3,2.0
2bf89e82-49a7-4e63-ad8b-661801cbd706,1,0
2bfb8e00-05c6-4b14-a14c-0b378e1e03f2,5,0
2bfcd08d-6e43-458c-a001-1c2f861368c8,1,7.0
2c0c0830-d600-4a51-bd11-17f553e1b8e5,2,3.0
2c0cf5aa-2111-4f89-84fe-ced5071273f9,3,4.0
2c670be2-2125-474b-a8e1-c8bf3c6d10ef,2,0
2c7c6b4d-a84e-401e-9d8f-f41e857a8aae,1,2.0
2cae1a9b-13f6-4cd6-b459-ea5ae9bfa8e1,1,0
2cdb6fcd-1a24-46d6-a3b5-575e030c3cc1,1,4.0
2ce87537-8f4c-4c9c-b4d8-434aee1ddaea,1,1.0
2cf6db70-dcc0-4cc9-9a47-4290459d2b16,2,1.0
2d09b92f-5a65-492a-a85a-a2ed7526e66b,1,0
2d0ea3b0-f065-4eae-b245-bdf694108987,3,0
2d2391c2-92e6-4267-89b7-abfc89ed6907,2,2.0
2d2e88d8-5e7c-4cf6-bf55-20e18ed8d9d6,1,1.0
2d6d9627-4549-42c7-a0cd-c65f5996c9f4,4,0
2d733e7e-7e98-461a-af0a-50d830f9e2f9,1,1.0
2dbdb7d0-fc65-45f7-8f3b-73e75bc86a26,2,3.0
2dc8fd79-5f9a-4b26-a47e-eed66ef0f120,3,1.0
2dcc1d7c-30a5-4d0a-8e5a-f0e90dcb1711,1,1.0
2e140f7a-376f-4429-9703-2f6970e8c1af,6,1.0
2e3f0d18-2234-404b-876b-ee28092aded2,2,1.0
2e5fb0f7-9414-4263-8da3-3605ed91a238,1,5.0
2e929b25-7d87-41d5-ae8b-a8853048f125,1,2.0
2e9567b7-3bc4-4ac5-99d7-69b10731efec,1,0
2eba32be-92f5-4d83-87f7-5549a5b16d45,2,4.0
2ebe580f-d68f-4f62-a3ee-d75d0089f1ae,3,0
2ece31c6-0d8a-475a-a748-9a9779fc75bc,3,1.0
2ed4c2cf-8fc0-4837-be3f-6414f862812e,4,5.0
2f21b261-3fb4-433c-bb38-d0d1de4a5a02,1,1.0
2f32a3ce-1769-45a3-83e9-f2acfec272d7,2,2.0
2f5d47f6-6c5d-4e48-b549-b92f442e2d02,1,3.0
2f7b8398-3bf6-4b13-b5bb-eac27c8cec64,4,0
2f93e635-bb99-44da-9df4-3ddb338343c5,1,3.0
2fa4f0a1-26bf-4208-b717-baaa6b4dbffe,1,2.0
2fbee53e-625e-4483-a3de-28ec82ade7be,1,1.0
2fd1371b-bd3d-488f-bb54-3c5f1a810aba,3,3.0
2ff17032-a92d-4923-b6b6-8276ca65b455,6,2.0
3016a0dc-7898-43ca-9410-3c81433d5e22,3,0
301d5046-0ed6-499c-88b4-bc77a31cf0fa,1,4.0
30321f83-e047-4122-a5d5-107332a1c885,7,6.0
303fb954-1652-4016-9ffd-2c47e0ea2a40,1,2.0
3047d3db-7f34-4714-a9f4-46111e20f060,4,0
304badb2-da04-4990-a06d-9b65b1fe673a,4,1.0
30544ae5-d56e-4aac-992b-f9c5d6f547ff,6,0
306d3e0c-e218-4f2f-b3c8-4b7a9b11d151,1,2.0
30701f0c-98b4-490c-b0ac-ffb755073336,3,2.0
30823502-c291-43dc-9df0-be1dd189919d,3,6.0
30851c3d-dee4-4cae-8638-0483b4c4fa1b,4,4.0
309ae3f7-3bb7-4500-8c9a-2787e162a9ce,2,0
30b5ecd0-ff06-4855-a745-38b54e012947,1,0
30b9639f-ba54-49e1-b993-cd5c7b0af4a0,2,2.0
30c515bb-60fe-4b8e-9b5d-1c8aeafa6599,3,2.0
310fd098-244c-4327-ac2b-dbae858fc583,3,2.0
3111e6c4-fd90-481c-8311-5456a73033b2,4,1.0
311605a9-d47a-4b86-90b5-3de1ffc773c8,2,5.0
3127e05a-a2a8-44f0-8a7d-1698498e1db4,2,4.0
3128a791-e562-4e08-b519-8e7c4d5968e7,2,0
313531b6-20df-4928-aaa1-b24459a35a60,1,2.0
313774b7-294f-4c92-b132-1936f0855acb,8,2.0
3139d59e-4988-4a83-8802-f75b0adf3dd7,1,3.0
316cb8c2-483c-438a-b367-2a3e7f022536,1,3.0
31743c3c-0c60-4a3c-8b96-a7b369b96817,6,0
317ab22a-9658-4641-bcbe-3f3475b237d3,1,2.0
3183e9ce-4701-4ffa-a854-953e29d0bf65,1,4.0
3192bdfd-325d-4069-9e79-62decfa6207f,1,1.0
31a80b32-0edf-460a-b578-de7529b8006f,1,4.0
31abfb4a-93cc-4250-a917-bcc628bf5f03,2,2.0
31c6a4c9-f5d6-46a2-82e4-f847e56a5d9e,1,3.0
31cbe40d-1ce9-4da6-a6dd-52d182f245d8,3,4.0
31f643cf-0136-4058-8d1f-45198b44fdc2,1,0
3217d62b-3507-4ff4-86ba-0e9b12fb5e90,3,4.0
32339aa3-ff80-4773-bd5f-686c5b49e12d,5,0
324023f1-c6f0-4c40-be3f-e3cf228c5671,2,2.0
324a314a-4f40-4e2b-b38b-8be69ddb2323,1,4.0
327d6f7a-98c6-4c28-8727-5af2ac62968d,6,1.0
32afde54-9f38-4fcc-b216-49c37e21fefa,1,2.0
32cc9d75-c41f-43b3-a01f-39bc82eb73b8,1,1.0
32cd2dc6-a735-4318-b4cc-d82ab88e6995,1,0
32d848a6-5574-4883-9d4e-b7b984a98c36,1,1.0
334b3e66-b74d-4dd3-b02c-7f9dd97d313f,1,5.0
33518416-6f4b-439f-8e92-ce771f8ea21e,2,2.0
33535a2d-1e3c-4c30-8b4f-884f39c5f346,2,2.0
33844eb1-745b-482f-9f03-fee6e2e2bd86,1,1.0
33876ed0-41be-4a92-91d8-d465ef3a1ea4,3,1.0
3398cdd9-4579-41ca-add4-234050654cea,2,2.0
33b893aa-d99b-4108-bb9f-b3283b59feb6,2,2.0
33c0ebc9-3289-4149-9595-0b2a6d7c3711,2,1.0
33e3c139-6d89-4131-b015-1489d2b72387,4,0
3419d275-af7e-4f2b-a2a8-e684b1444d80,2,7.0
342277bc-0a18-47a0-9886-490b8ce61d90,1,2.0
3422e7fc-1d74-442e-9ea6-ee95d9b0528d,3,0
342d4c2f-2164-4632-96cb-98ec62498d3a,1,1.0
3433f1da-c462-47ee-ac79-3a7d7ba88cfd,1,1.0
34832219-9997-46a7-b2e2-ab1058ad774f,3,2.0
34898330-7fc7-4a29-b34c-30356cb80ee9,5,1.0
349c11ea-a618-4c5d-9d4d-cc5446c86ac4,1,5.0
34d8f818-2076-4c49-81fc-b01fc074cf86,1,2.0
34dfc129-6f6f-40db-a71c-a0d0ee66b7ef,4,2.0
34fddf55-9845-45b1-a6b2-c1be4c02910e,1,2.0
351e1969-77a2-4a72-9574-89b2e10eea92,2,0
3523503e-409b-4967-a556-f2af26e37f2a,5,2.0
352b3c5f-1d44-44ca-8e09-8ea7c8c278a5,4,1.0
35345e34-57de-482e-9a8c-156e6784db5d,1,2.0
35503807-f134-44ef-892f-bcf9c19fbfe7,5,1.0
35b14821-4f51-4708-879d-4f0faaa46092,2,0
35b1cc3a-6bba-490b-bdee-8c43c521f546,2,1.0
35df27e1-b859-4a62-9c11-155643298cc4,2,1.0
35f983a4-2aef-4acf-b00f-33765c856a43,3,2.0
362b2baf-957e-442c-861a-13f6f96b4f7f,2,2.0
362b74b6-38ad-43fe-8dfc-18aa95551800,2,0
365115c6-e9d3-4414-99c8-5eed847d1959,5,2.0
365422f2-cd49-4b8d-a8ff-fe74d0a18588,2,1.0
36a8f974-7630-4f7e-bc98-3becc40a507f,1,3.0
36bc6010-467c-4238-98bf-eea1b6ff445d,3,1.0
36e2f159-60b5-46da-b7a8-e3f0f5a5be42,4,5.0
372ec2dc-fc29-4dbf-861c-21de78a4171c,6,0
37561cdd-300b-4d37-8ca2-4c700a86a8ef,1,0
375bdb58-aef4-4056-9471-aac5753f0211,1,4.0
375cdaca-4add-47c1-a70e-81895099f931,1,1.0
376060d7-678c-4ef4-8426-8a0976ad9394,2,1.0
37bf75eb-a5da-4f39-be88-f99467ce95f6,5,2.0
37c1662b-11ac-40e6-b99c-dd1ada5e7f69,6,2.0
37c71709-f64c-4de0-8a3c-ff2edc143c8b,1,3.0
380696d6-bc96-4ddb-9b4f-97daabcd88d7,2,0
380a517a-6087-4a35-9e1d-66c348f6de3f,2,3.0
381e4c1a-18a2-418f-b406-8fc674796ed5,1,2.0
382d1120-9e62-43fe-88d9-3878d409f277,2,2.0
382ef10c-fb26-489d-aa6d-6127f16258b8,1,1.0
383bbb7d-e68c-4e40-a00c-ebd33150280f,1,0
3856587d-f158-41e4-9693-29fb346b5d94,1,0
386e47b7-fafd-4fac-951c-dd52d6e35e93,1,1.0
3874b504-a35a-46d4-8ff2-f7353e790db9,5,2.0
3890547d-15b8-4117-935d-3837da945ab9,2,7.0
38ab4c8f-d553-4981-9915-53da262ae957,4,3.0
38d0ef63-5b3f-4c8b-8a5e-bde38d17c2a6,2,2.0
38ebfb11-28e1-478d-906a-81cbee52334a,3,4.0
38eeaa41-0af7-48d6-8964-468b21254da9,2,6.0
38f4c70b-692d-4e17-ae75-fbc8b9fb7322,1,1.0
39379762-9157-46b9-9e96-0b350fee7654,1,4.0
39439c1a-6da2-4195-8fd8-d7bfd3c4a177,5,1.0
396ca834-65c1-4fb7-9ead-bb005ee2a173,4,1.0
39724f26-4251-4a9b-b3a9-76c1710050af,4,1.0
39aa66c9-b520-4f74-a5a2-00c717f0b550,4,1.0
39d651b3-7001-4965-aa4a-2277d135fcbe,2,0
39f49611-3714-401f-8794-1eb2f2df6bcc,2,5.0
39fef0c8-0ee7-4b54-be2a-33c6676e2d76,4,4.0
3a3fe3da-9810-40a5-9150-b4661fb68d3d,4,2.0
3a41b3e5-ac2b-468a-adea-1ee136b637d6,2,1.0
3a4a3e09-5d6d-47dd-bce4-5b812265d581,3,1.0
3a54159b-7b4b-44b0-b62d-3a6c7a3ef2d5,2,3.0
3aa955be-56fe-4c46-be7b-d7fd11c7532f,3,0
3ab61a08-93c6-42e6-ba77-6d0bc5cffcf1,3,4.0
3ac99311-f77c-4039-bd1b-64f50831e709,1,0
3acdcac6-11bc-4b17-b516-ff40ecfc3a8e,1,7.0
3ae35f85-8d88-4d21-b23c-7c543b14f9a6,1,0
3b0efa73-fffe-4a2b-98c8-15d42f05b5b4,3,3.0
3b385bdd-44bc-45c1-8b22-bd88ee19c17a,2,1.0
3b3fb612-509b-49f6-b4da-6b6ef509b36e,1,2.0
3b41f939-fdfb-49c3-8dcf-99077ecf57aa,2,4.0
3b91702b-047d-46c0-8d3b-5bc606a8038b,2,2.0
3b97d95f-cf6a-4a17-b9a2-b4b51e28b9bc,1,3.0
3be93eb6-1ddc-4176-ad77-e8bd0cc58788,2,0
3beaa8b3-6263-47c9-85fa-8dde611f0bb6,1,0
3c180287-5145-4c7e-a342-7964dfc3d6d5,2,4.0
3c1cc1d2-0ff4-4559-95e2-99cba51eadce,2,2.0
3c31d718-8308-4b3a-b9ce-a58b02d98add,1,3.0
3c4d43a8-22cb-4f77-9ba8-37812d732843,5,0
3c4f9931-9307-4b63-a5f4-fa1a07104f28,1,0
3c5cb51a-3270-4067-9268-8bbc644fbe90,2,0
3c7b0967-8972-49be-be31-8db2c0a76bf8,2,1.0
3c89d88d-0d1a-444c-bce0-504f3200cd34,2,0
3ca49512-a10f-472a-8c15-3bb67d6dbed3,1,0
3cd4494d-b244-4672-8b6d-ecec085592f0,1,3.0
3ce46020-4455-4918-b8ed-033b892b1061,2,1.0
3d26d977-7344-4f41-9d4d-8dcb0302160d,2,0
3d403355-7eca-4e13-af62-15379f50f753,2,0
3d8c14c4-8f09-4d28-8be4-d39119da496d,1,2.0
3d8c3bfb-5f3f-4735-954c-aa3bb8ddc22e,4,3.0
3d9b2fdc-62ea-4adf-a053-33f0fb145bdb,1,1.0
3dbe8dc2-0c88-4e9f-8557-52dc1d9336bd,1,2.0
3de6cc5f-6d40-42b5-8788-909e64247ae9,5,3.0
3ded4baf-b3c8-45d7-afa8-c36c56866852,5,3.0
3df03ba6-ffd1-44c5-b158-bdbb05529cbe,2,2.0
3df04996-a5a3-4770-bdec-16e8ecdedf5b,4,4.0
3e010292-f895-4db1-ba62-242be2e5a697,4,1.0
3e06e1e4-2f98-4ad6-b992-19cf7430260b,2,3.0
3e099a34-bd00-4665-8819-75ca188bfba0,1,1.0
3e155f1b-f67b-4e26-97df-c9fdda6f4e84,2,2.0
3e2c5fc7-7050-4d0b-9669-5530ae1f483f,4,0
3e40ff86-4ac5-47ba-83b1-5c0114aaf72e,2,3.0
3e4a4e2c-d9c6-4564-9d9d-fa0e6178e31e,3,0
3e7d109d-2020-486a-ae92-13df4ea50703,2,1.0
3ea685a4-bc02-4790-844e-b99d92ebc03f,5,1.0
3ea699e5-d2c7-4997-9150-32c1da43731a,2,0
3ea991b0-b3fa-48b6-bdd6-9f31dcaea509,1,0
3ebd3362-2c9c-4fec-ac49-9ebc01011129,3,1.0
3ec04107-b8c7-491d-abb1-6704ed34b40e,3,1.0
3ec901e2-56a1-4135-bda0-28048b66a183,4,0
3edd6f9b-2240-48e0-b262-7ead0af93b8d,1,2.0
3ee44c71-3987-4433-890a-71f838644b80,1,1.0
3f0ff12a-06ef-468e-9028-3bfcd41c7018,2,5.0
3f13f44f-9dba-4e82-aab6-3e5114585ec8,2,3.0
3f24b052-6d58-4bcc-bf7c-cf247f8ed98f,2,1.0
3f38ab72-5642-41a9-a66c-943716f057c6,1,1.0
3f40d475-aad8-4ba3-91f1-04d6e9425cdd,8,7.0
3f53c274-6642-4d53-afc5-71aba00fcc56,3,1.0
3f60830d-c8c1-4b33-84b4-37da56814c5e,1,0
3f76c7e4-c36b-4fd1-af34-d2152f4615c9,2,0
3f954a4c-854f-4f21-993b-0f3c3f4b5601,3,1.0
3fae769f-33fa-4668-801c-b1a366d2d4f8,2,0
3fed935e-c494-462b-b8a3-81bf786dda1c,2,1.0
3ff07407-835e-4a72-8a78-7a6f905c2097,3,1.0
4000e448-333f-40e3-bc21-197e71fe33d4,3,2.0
40114982-61bc-4301-bbe0-0583288d18e6,3,3.0
4046dc90-aed8-4a26-bb95-bd93473623ea,1,5.0
405f3f2d-c893-4878-983d-85f3fe688f7b,2,0
4066d8e1-8aee-4072-abb4-81cfba15cd56,1,4.0
407dbf77-4c13-4a43-8c78-86082d6ac4a3,2,1.0
4091015e-d3fa-43ad-8e61-5fc75ffc710b,2,1.0
40cfced6-7d6f-4d5c-b5a1-1ec50d27c623,1,0
40d2c846-a6c3-400a-889e-093cee0246df,3,1.0
40dedd19-6b1c-4720-9320-9fbf494ba262,2,3.0
40f5ff9c-3fd5-4fec-9564-125b304bc98e,1,0
41041d62-e5c6-4eb2-9605-9180949700d4,1,0
412a0e0a-c747-4ae1-8187-4ed0d5a9f6f9,2,1.0
41665f90-2df9-4d71-a383-98bf0cb28bfe,1,1.0
4166f5f6-9943-4b0e-8fe3-5ecae301d325,3,0
416b592e-6cda-4fa5-956e-d703940b9ec4,1,1.0
416ced1c-980f-456d-ad11-641053ce1f83,2,1.0
418eed96-d747-40bd-8bc2-79c85c453358,3,2.0
418f2640-a905-4d46-8c06-ad34147b8be7,5,2.0
41993658-7c8f-4fa7-94d8-1985e51909be,7,0
41b5a38d-5528-4645-8c02-646f0ab4f770,2,0
41d026dc-0b6a-48c1-a20d-352437fc99fd,4,5.0
41e66ffe-0ff3-4a79-a1c1-de32b8ad3b2f,1,0
42321fe7-3ed2-4ee4-82d5-724f8c6d3efe,1,1.0
42329905-c695-41b7-ac80-d51ee587505a,1,2.0
42349295-4123-4563-98e9-a8e57c5cef9f,3,3.0
4267a762-723f-4ad5-a997-8516f849fee7,2,0
42947b2f-8dc8-4aea-b3d7-f55a0746a3ce,2,0
42ba0ab8-0a23-484f-a420-98e1d2d99d3a,2,2.0
42c5267a-03ed-44b7-932e-8db8b609faad,2,4.0
42cfbef7-b672-4340-8fdd-6ef4c2f45548,1,0
42d0f3bb-ebc0-4a89-9d66-97d6c3843400,1,0
42e2bf2f-ca8e-49fa-aee2-3310341eb7c1,3,3.0
42ef7764-212d-45fd-8ae8-d27a7b7622d2,1,1.0
433fe77f-ffe2-43db-b71c-d57f371a281f,3,1.0
434fdcc3-62fe-42a4-ba3b-12a9bfd56e24,3,2.0
4354d5b6-5ae4-452e-82de-4230dcdecfb2,1,0
4363eed1-e8ef-4174-9fe6-ed5f69b2342c,3,3.0
437a55f4-b9b2-4ba4-9fdc-66179889b452,1,3.0
43855500-bb69-4e07-b2b6-cb3cc687b530,1,0
43926128-d4b2-4fb6-8b9b-e28201eff20e,7,4.0
43a84ec5-4444-4a70-9c14-3a310ea9c2b7,3,3.0
43b7f544-1417-4d07-8d04-208e9e2e3ecd,1,4.0
43c66878-6d44-45fa-9b9f-d84bfa04fc8b,2,0
43c85a57-6d5c-4b0c-a254-07ced50f9c48,2,3.0
4413db9d-50c0-43c5-8d52-8e958d30b65c,1,1.0
442387d5-303f-478b-92b3-8d1eafb18f77,3,2.0
443a92fb-1bf0-41ff-996a-cde552a784c3,2,4.0
445608f8-3013-4344-962a-37d9a0421128,1,2.0
44676b5c-9ee0-4b2f-9cb4-d7bf654f77d7,2,1.0
44744f16-ab1f-4160-bb3c-b282a206c729,2,0
44871ff9-9c03-4a87-951e-b49361901ae2,4,4.0
449b6899-4cf6-450e-90d1-99b9af75ce77,3,1.0
44fdc20a-dbac-4388-bf3a-503e99ecdb91,2,4.0
4515f839-f270-45ad-8b0b-ec91eef2b2ab,4,1.0
451b23ed-bdd1-4c98-8afd-6ec7c71f3eaf,1,0
45256368-59b0-4549-aeab-ae382c349895,2,1.0
452ad9cf-f4e2-41e6-aeda-19aeb02f0124,5,1.0
4535ea20-92e5-4421-8b99-a7fadfc2272e,4,10.0
4548fc52-37c0-44c7-9f58-3fe9ff4d9c74,2,4.0
454a216e-5f87-4f27-9158-d56b74c2595b,1,0
45676c40-7541-4af9-be09-cfbe4f11d28d,6,5.0
45d2d80d-9fae-467c-b32a-ca63055918c1,1,2.0
45d5ef14-219f-4cab-8f6e-9e1497d674a5,1,0
45db9258-8363-4691-ad5c-bae0761a4946,2,4.0
45f66fa7-2f14-4081-959b-ecc8b4ce8a9f,1,3.0
460960ec-0f3e-4164-b4b6-f45eda0c638e,1,2.0
4654cc2a-280b-4b2e-b2f5-e53c24fbbc32,1,1.0
465f98f4-be06-4ee3-9647-68d12986b3f9,2,2.0
466357d0-a00f-49a4-bde3-6cb296261735,1,0
46781b27-2e52-48db-bc6d-4e37d8d4accf,6,5.0
46c04be9-bc6a-448d-be86-d75664ba44ae,2,2.0
46d0c27c-5432-4a78-a3f3-9f4efac2bb9d,1,1.0
46f2287b-b6ea-4695-9a9b-c81657a3ad02,2,2.0
46f653f1-86bb-4e99-9a6a-a14f4dd8b84d,4,3.0
470f9b07-817d-4a65-b01f-180bfb20c0ad,4,2.0
47280695-6a14-4306-9e13-a6f8d58ce725,1,1.0
472a3c7b-2a05-4f42-9824-fe35369b9d34,2,4.0
472fe0e2-a8bd-48b1-b65c-53d4d89d3dbb,2,1.0
47c63875-dc08-4717-9bae-c0d181f20d26,2,1.0
47e72fd2-b131-4cad-b791-3dc4ac4d8fe6,3,0
481369c1-91ac-4c9b-907a-2f1134e4353f,4,3.0
481c2478-184f-4b54-b513-ba6293308ae1,3,1.0
4828ba9c-97c2-4a8c-92ef-cb1b1e71e549,2,2.0
4828d44e-42d0-4b74-b8a8-40b78bb45093,1,1.0
484cd006-bf3c-4654-bed3-7f07f732ea80,2,5.0
4859517e-a0d9-4e7a-899f-7eb832bf792a,1,2.0
48655982-752b-404d-a847-378323764367,2,1.0
48723e48-5c02-4bbd-a61f-0824d70503ce,4,0
488eb06c-8509-4bab-b7fa-34f07c82e7c9,3,1.0
48a10093-c07f-48b1-958a-f4318f25a8dc,2,2.0
48abdd26-26ed-46e5-9ffd-7a5e588cd0ab,1,0
48cb071f-827b-4927-bc46-70bfb98e4061,5,3.0
48cf5e1b-78ca-4a99-a1bb-6667512a0776,1,3.0
48d74284-a7e8-4957-8466-e4c20491c606,3,2.0
48dcb542-04e7-4bbb-b757-ee5c8be332a7,2,2.0
48f111d1-3d65-4f04-b657-23afefc0c3c9,4,2.0
49052f6f-8921-4fa0-acd4-5c1d3159b36c,1,0
491db5ca-bf1a-4b6d-ab9d-28bd6f2641ea,4,2.0
49262826-95a6-4982-95a5-2e49d75a9223,1,2.0
4927ee82-356c-4563-9750-211e6f895188,3,1.0
495f64e4-c9b7-455d-998e-e62647af56bb,1,0
4973d637-fabc-4e33-8380-a0f33017d812,1,0
498ae058-da43-4aac-988a-40a88796fdf7,1,0
49ae3baf-b028-4142-b52c-c6b8333db00f,2,1.0
49c46b9f-fa5d-40d7-a2ba-a92ca9281eda,3,1.0
49e39636-5df8-4b54-96fb-133f3f336e55,5,1.0
49e5d6ab-bcc2-49e2-b77b-2401aaa65cca,1,1.0
49eae21a-d6cb-48cc-b1b4-0be767c5a513,1,4.0
4a0006e6-96e1-45c2-9541-7f2cac784e1f,3,1.0
4a219ec3-e337-4cfc-be5e-d67c9a89b8f3,3,3.0
4a2c6d07-61fe-4064-b881-4e0511108a78,1,0
4a4050bd-7af6-4372-96d9-67c812752657,2,2.0
4a4a578a-cd90-45e0-aece-91c034976c5b,1,6.0
4a6bb221-b968-4d32-97c5-ffc47c8f9458,1,0
4a714c05-18b6-4be9-81ab-8c95fb3c24ed,1,5.0
4a80839a-3712-4b52-aede-6c6b6d3362b6,3,1.0
4aa8fb38-2c1a-483f-8cac-6c3ea7f6b51f,3,1.0
4aaf8137-c6b8-47a4-8d16-cfd60ab3b8c5,1,1.0
4ad30800-4fcb-45ed-952c-4751c3b51cae,3,2.0
4ae6e471-7263-4449-bbfb-0293efe03848,1,0
4af86e0f-04da-485a-8a89-597fe45fea52,1,2.0
4afca13e-a81b-4e1f-b976-68e9bf9cc7e2,6,2.0
4b033e7c-300a-4502-b8f3-1e52b2f41a12,2,3.0
4b085469-b85c-452c-8a18-0a4dffc230c2,2,2.0
4b2db229-458b-4114-9685-28f7351054e5,1,2.0
4b3e3058-917a-494c-b7a2-99db725390ff,3,4.0
4b575fd3-b2dd-4b22-90b6-dbabf3347f89,3,2.0
4b79a1fc-6a23-4c9f-a8bb-91c27a20f830,2,1.0
4b979c7b-2cf5-4ac1-b7b8-f4f5a1a512e6,4,2.0
4b9d96c3-9f70-4d9c-9c54-16214be958d9,3,4.0
4bd0c119-d609-4ac2-a90e-fcb892bf891b,2,1.0
4bde8865-c00e-48e9-8907-3f090355553a,1,0
4be7f602-a2e8-4c56-ac25-cefe585c68ba,2,2.0
4c102020-9929-4b50-ab67-5f5ff8014826,4,5.0
4c7b27a2-f48f-465f-813a-39f0c78832f8,1,1.0
4c7de663-6031-45d5-9b4a-b812bf8a103d,2,1.0
4c8debfb-feec-479d-b67b-68629ba9a0d7,2,2.0
4cba656a-528c-4c0c-8406-fc14a230ac8d,5,0
4ce03af5-29c2-42eb-8cfd-5af701b0ef4d,1,0
4cf52695-9505-4ae6-894e-42bf29086ed2,2,3.0
4cffae3b-1b64-41c2-b4b5-3f0ce2a7a66b,1,4.0
4d0ddf9c-1d23-44ee-a8da-f563395762c8,1,2.0
4d1f5394-9dab-4c8d-8623-d560b310c608,1,4.0
4d895e99-9e28-40c8-a188-0b7b414508a0,2,5.0
4d95c5f9-060b-4618-8f59-4e925803649b,1,0
4da2f7d6-3d8c-40da-a80c-224f78057f6c,2,5.0
4db15920-2238-45ff-9b7b-92bead706d90,1,0
4dc58d21-34db-400a-a5c0-6bd652c0cc12,1,2.0
4dc6e689-3d34-4a51-97be-57ea54f83626,7,3.0
4dd46217-03f5-4e74-85f4-fffb7801f5a2,1,0
4de0363d-0358-4478-852a-5e2eb77e037c,1,0
4e0fd24e-5081-4ac9-9911-2b6dc5c836f4,1,6.0
4e35be15-2c5b-4738-a1bd-4028dd4177d1,1,1.0
4e3d63bb-30a1-446f-8d94-c72f1d94c80b,2,2.0
4e52cdc8-6ab6-4634-a3ca-b7f970699e48,2,1.0
4e5882a6-33b5-401d-a185-a3176bd257c7,1,2.0
4e7d0c03-7420-4161-bbd8-33c6a75d635f,1,0
4e7e7c2b-8a23-442c-a430-9fac7e3985fb,2,2.0
4ec09714-10da-4178-abe2-be2f511c5d98,1,1.0
4ecaf345-8d7f-4a8f-9097-5ac6bf5dd778,5,5.0
4eed386d-4d0c-4364-a6af-1b584af7bb99,2,4.0
4eeeb0de-e8d9-45a7-b215-30078c0efef8,4,1.0
4ef3b7d2-dc65-40f4-86f7-5184e025b3c5,2,2.0
4f6914a7-9997-4945-8024-1945fd9d7caa,4,3.0
4f6a4462-7266-4228-af63-e4eac9e18248,4,3.0
4f95bb30-d646-456f-9c4f-7d18defc0ba6,5,1.0
4fc6e9b8-557b-41da-8760-eb98f1a458de,7,2.0
4fe87097-77b6-42db-9b67-d13ce29f2ece,2,0
500f627d-8043-4c96-b669-d98f122dbbfc,2,0
